id,name,market,33types,17types
1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ指数連動型上場投信,ETF・ETN,-,-
1344,ＭＡＸＩＳ　トピックス・コア３０上場投信,ETF・ETN,-,-
1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF・ETN,-,-
1346,ＭＡＸＩＳ　日経２２５上場投信,ETF・ETN,-,-
1348,ＭＡＸＩＳ　トピックス上場投信,ETF・ETN,-,-
1349,ＡＢＦ汎アジア債券インデックス・ファンド,ETF・ETN,-,-
1352,ホウスイ,市場第一部（内国株）,6050,13
1356,ＴＯＰＩＸベア２倍上場投信,ETF・ETN,-,-
1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-
1358,上場インデックスファンド日経レバレッジ指数,ETF・ETN,-,-
1360,日経平均ベア２倍上場投信,ETF・ETN,-,-
1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,-,-
1365,ダイワ上場投信－日経平均レバレッジ・インデックス,ETF・ETN,-,-
1366,ダイワ上場投信－日経平均ダブルインバース・インデックス,ETF・ETN,-,-
1367,ダイワ上場投信－ＴＯＰＩＸレバレッジ（２倍）指数,ETF・ETN,-,-
